ID_Pelicula,titulo,año,genero,director,popularidad
5865,Deadly Reactor,1989,Action,David Heavener,2.744
5866,Rebecca,1940,Drama,Alfred Hitchcock,13.37
5867,Rebus,1988,Drama,Massimo Guglielmi,1.34
5868,La bande des quatre,1988,Drama,Jacques Rivette,3.462
5870,The Rookie,1990,Crime,Clint Eastwood,11.682
5871,Red Flag: The Ultimate Game,1981,Drama,Don Taylor,1.181
5872,Red River,1948,Western,Howard Hawks,14.563
5874,Red Scorpion,1989,Action,Joseph Zito,11.122
5875,The Frozen Dead,1967,Horror,Herbert J. Leder,4.1
5876,Reds,1981,Drama,Warren Beatty,10.817
5878,Queen Christina,1933,Drama,Rouben Mamoulian,8.812
5879,La regina dei Tartari,1960,Adventure,Sergio Grieco,1.422
5883,La regina delle amazzoni,1961,Adventure,Vittorio Sala,2.241
5884,Land of the Pharaohs,1955,Adventure,Howard Hawks,5.607
5886,La regina di Saba,1952,History,Pietro Francisci,1.569
5887,Queen Kelly,1928,Drama,Erich Von Stroheim,5.693
5888,Königin Luise,1956,History,Wolfgang Liebeneiner,2.666
5889,Una regina per Cesare,1962,Mythology,Piero Pierotti,1.4
5890,Dimples,1936,Comedy,William A. Seiter,4.045
5891,La Région Centrale,1970,Documentary,Michael Snow,2.853
5892,False Witness,1989,Crime,Arthur Allan Seidelman,3.759
5894,Dangerous Liaisons,1988,Drama,Stephen Frears,16.001
5895,Relentless,1977,Action,Lee H. Katzin,4.883
5896,Remo e Romolo - Storia di due figli di una Lupa,1976,Comedy,Castellacci & Pingitore,1.4
5897,Renegade. Un osso troppo duro,1987,Action,E. B. Clucher (Enzo Barboni),11.665
5898,Prancer,1989,Fantasy,John Hancock,5.949
5899,The Wraith,1986,Action,Mike Marvin,16.022
5900,Repo Jake,1990,Comedy,Joseph Merhi,3.317
5901,Tailspin: Behind the Korean Airliner Tragedy,1989,Spy,David Darlow,1.544
5902,La resa dei conti,1967,Western,Sergio Sollima,13.28
5903,Resurrectio,1931,Comedy,Alessandro Blasetti,1.4
5904,Auferstehung,1958,Drama,Rolf Hansen,2.318
5905,Dragnet,1987,Comedy,Tom Mankiewicz,15.634
5906,Revenge,1989,Drama,Tony Scott,17.104
5907,Revenge 2,1990,Action,Steve Perry,6.516
5908,Revolution,1985,Drama,Hugh Hudson,10.975
5909,Rhodes of Africa,1936,History,Berthold Viertel,1.722
5910,Yankee Doodle Dandy,1942,Musical,Michael Curtiz,10.319
5911,All the Right Moves,1983,Drama,Michael Chapman,12.179
5912,Belle Starr,1941,Western,Irving Cummings,3.885
5913,Appointment in Honduras,1953,Adventure,Jacques Tourneur,2.904
5914,Ric e Gian alla conquista del West,1967,Comedy,Osvaldo Civirani,0.902
5915,Overexposed,1992,Thriller,Robert Markowitz,3.865
5916,Ransom,1956,Drama,Alex Segal,14.828
5917,"Rich, Young and Pretty",1952,Comedy,Norman Taurog,2.034
5921,A New Leaf,1971,Comedy,Elaine May,6.296
5922,"Ricchi, ricchissimi... praticamente in mutande",1982,Comedy,Sergio Martino,5.678
5924,Wanted: the Sundance Woman,1976,Western,Lee Philips,2.908
5925,The Tracker,1988,Western,John Guillermin,8.438
5928,Call of the Wild,1992,Adventure,"Alan Smithee, Michael Toshiyuki Uno",52.435
5930,"For Richer, For Poorer",1992,Comedy,Jay Sandrich,4.384
5931,Ricomincio da tre,1981,Comedy,Massimo Troisi,7.854
5932,Lock'n Load,1990,Drama,David A. Prior,1.673
5933,Recordações da casa amarela,1989,Drama,João César Monteiro,3.158
5934,Dangerous Pursuit,1990,Thriller,Sandor Stern,2.67
5936,Ride bene chi ride ultimo,1977,Comedy,"Gino Bramieri, Walter Chiari, Pino Caruso, Marco Aleandri",1.221
5938,Riff-Raff,1954,Crime,Ted Tezlaff,6.575
5939,Riff-Raff,1990,Comedy,Ken Loach,6.575
5940,Du rififi à Paname,1965,Crime,Denys De La Patellière,6.147
5941,Reflections in a Golden Eye,1967,Drama,John Huston,5.068
5942,The Reflecting Skin,1990,Drama,Philip Ridley,6.848
5943,Rigoletto,1946,Drama,Carmine Gallone,3.59
5944,Rimini Rimini,1987,Comedy,Sergio Corbucci,6.411
5945,Rimini Rimini. Un anno dopo,1988,Comedy,"Bruno Corbucci, Giorgio Capitani",3.297
5946,La rimpatriata,1963,Comedy,Damiano Damiani,1.898
5949,Rio Bravo,1959,Western,Howard Hawks,15.219
5950,Rio Conchos,1964,Western,Gordon Douglas,5.944
5951,Rio Lobo,1970,Western,Howard Hawks,9.561
5952,Repossessed,1990,Grotesque,Bob Logan,10.071
5953,La risaia,1956,Drama,Raffaello Matarazzo,1.532
5954,Stoogemania,1985,Comedy,Chuck Workman,1.143
5955,Risate di gioia,1960,Comedy,Mario Monicelli,3.826
5956,Genuine Risk,1990,Noir,Kurt Voss,1.532
5958,Narrow Margin,1990,Thriller,Peter Hyams,8.036
5959,The Grifters,1991,Noir,Stephen Frears,12.262
5960,Armed Response,1986,Thriller,Fred Olen Ray,12.435
5961,Awakenings,1990,Drama,Penny Marshall,19.287
5962,She Woke Up,1992,Thriller,Waris Hussein,2.891
5963,"Rita, la figlia americana",1965,Musical,Piero Vivarelli,1.86
5964,Rita la zanzara,1966,Musical,Lina Wertmüller,1.4
5965,"Rita, Sue and Bob Too",1986,Comedy,Alan Clarke,4.471
5966,The Homecoming,1973,Drama,Peter Hall,6.125
5967,Return to Peyton Place,1961,Drama,José Ferrer,3.168
5968,Back to the Future,1985,Fantasy,Robert Zemeckis,34.861
5970,Back to the Future Part II,1989,Fantasy,Robert Zemeckis,19.793
5971,Back to the Future Part III,1990,Fantasy,Robert Zemeckis,16.458
5972,Retour à l'aube,1938,Comedy,Henri Decoin,0.886
5973,Le dernier civil,1983,Drama,Laurent Heynemann,1.4
5974,Return from the River Kwai,1988,War,Andrew V. McLaglen,4.96
5975,Return from Witch Mountain,1978,Adventure,John Hough,7.146
5977,Ewoks: The Battle for Endor,1985,Fantasy,Jim & Ken Wheat,15.549
5978,The Return of the Living Dead,1984,Horror,Dan O'Bannon,14.271
5979,Return of the Living Dead Part II,1987,Horror,Ken Wiederhorn,11.774
5981,Der Jäger von Fall,1974,Drama,Harald Reinl,1.4
5982,Ruf der Wildgänse,1961,Drama,Hans Heinrich,1.4
5983,Return of the Gunfighter,1967,Western,James Neilson,6.529
5984,The Holcroft Covenant,1985,Spy,John Frankenheimer,6.757
5985,Return of the Jedi,1983,Fantasy,Richard Marquand,27.214
5987,The Black Stallion Returns,1983,Adventure,Robert Dalva,5.473
5988,El retorno de Clint el solitario,1972,Western,George Martin (Alfonso Balcázar),1.841
5989,Il ritorno di Don Camillo,1952,Comedy,Julien Duvivier,9.144
5990,The Return of Frank Cannon,1980,Crime,Corey Allen,1.842
5991,Return of the Shaggy Dog,1987,Comedy,Stuart Gillard,2.324
5992,Challenge to Lassie,1949,Adventure,Richard Thorpe,4.228
5994,Il ritorno di Ringo,1965,Western,Duccio Tessari,5.724
5996,Tiger Warsaw,1987,Drama,Amin Q. Chaudhri,2.935
5997,The Picture of Dorian Gray,1945,Drama,Albert Lewin,10.851
5998,Portrait of Jennie,1948,Drama,William Dieterle,6.306
6000,National Lampoon's Class Reunion,1982,Comedy,Michael Miller,5.85
6001,Riuscirà l'avvocato Franco Benenato...,1971,Comedy,Mino Guerini,1.4
6002,Geneviève,1953,Comedy,Henry Cornelius,3.872
6004,La rivincita di Ivanhoe,1964,Adventure,Tanio Boccia (Amerigo Anton ),1.418
6005,Variety Girl,1947,Comedy,George Marshall,3.081
6006,Rivkin: Bounty Hunter,1981,Action,Harry Harris,0.609
6007,Stolen: One Husband,1990,Comedy,Catlin Adams,1.538
6008,Revolt at Fort Laramie,1957,Western,Lesey Selander,4.444
6009,The Park Is Mine,1985,Drama,Steven Hilliard Stern,5.179
6010,East of Sudan,1964,Adventure,Nathan Juran,3.73
6011,The Evil of Frankenstein,1964,Horror,Freddie Francis,9.493
6012,Hadley's Rebellion,1984,Comedy,Fred Walton,0.64
6013,Madhouse,1990,Comedy,Tom Ropelewski,9.761
6014,Roba da ricchi,1987,Comedy,Sergio Corbucci,5.149
6015,Robin and Marian,1976,Mélo,Richard Lester,9.715
6016,The Story of Robin Hood and His Merrie Men,1952,Adventure,Ken Annakin,4.379
6017,Robin Hood e i pirati,1961,Adventure,Giorgio Simonelli,1.485
6018,Robin Hood,1991,Adventure,John Irvin,24.408
6019,Robin Hood: Prince Of Thieves,1991,Adventure,Kevin Reynolds,22.38
6020,Swiss Family Robinson,1960,Adventure,Ken Annakin,12.091
6021,Robocop,1987,Fantasy,Paul Verhoeven,20.521
6022,Robocop 2,1990,Fantasy,Irvin Kershner,15.714
6023,Robowar,1987,Action,Vincent Dawn,5.878
6024,"Davy Crockett, Indian Scout",1950,Adventure,Lew Landers,2.771
6025,Rocco e i suoi fratelli,1960,Drama,Luchino Visconti,13.486
6026,Voyage on the Rock Aliens,1984,Fantasy,James Fargo,5.385
6027,Rock Hudson,1990,Biography,John Nicolella,1.336
6028,Charlots connection,1983,Comedy,Jean Couturier,1.4
6029,Rocky,1976,Drama,John G. Avildsen,20.466
6030,Rocky II,1979,Drama,Sylvester Stallone,18.023
6031,Rocky III,1982,Drama,Sylvester Stallone,25.634
6032,Rocky IV,1985,Drama,Sylvester Stallone,20.525
6033,Rocky V,1990,Drama,John G. Avildsen,19.474
6035,Rogue Stallion,1990,Adventure,Henry Safran,0.736
6036,Rollerball,1975,Fantasy,Norman Jewison,10.727
6037,Rollercoaster,1977,Thriller,James Goldstone,9.544
6040,Roma città aperta,1945,Drama,Roberto Rossellini,13.737
6041,Roma violenta,1975,Crime,Franco Martinelli,3.727
6042,La romana,1954,Drama,Luigi Zampa,1.711
6043,The Romantic Englishwoman,1975,Drama,Joseph Losey,5.452
6045,Romanzo popolare,1974,Comedy,Mario Monicelli,4.412
6046,Missing in Action,1984,Adventure,Joseph Zito,10.462
6047,Rome Express,1932,Thriller,Walter Forde,2.155
6048,Romeo e Giulietta,1968,Drama,Franco Zeffirelli,5.512
6049,Romero,1989,Drama,John Duigan,4.295
6050,Rommel ruft Kairo,1959,Spy,Wolfgang Schleif,1.4
6051,The Desert Fox,1951,War,Henry Hathaway,8.476
6052,L'emmerdeur,1973,Comedy,Edouard Molinaro,7.502
6053,Fantasia chez les ploucs,1971,Comedy,Gérard Pirès,3.692
6054,Midnight Patrol,1933,Comedy,Lloyd French,2.973
6056,So Red the Rose,1935,Adventure,King Vidor,1.809
6057,Louss,1988,Drama,Rachid Benhadj,1.4
6059,Black Rose,1950,Adventure,Henry Hathaway,3.847
6060,The Rose Tattoo,1956,Drama,Daniel Mann,5.685
6061,Rosalie Goes Shopping,1989,Comedy,Percy Adlon,4.691
6062,La rossa,1962,Drama,Helmut Käutner,2.901
6064,Il rossetto,1960,Drama,Damiano Damiani,1.4
6066,Scherben,1921,Drama,Lupu Pick,2.584
6067,Rotaie,1929,Drama,Mario Camerini,1.202
6069,Chinesisches Roulette,1976,Drama,Rainer Werner Fassbinder,5.165
6070,Roxanne,1987,Comedy,Fred Schepisi,9.145
6071,Welcome Home Roxy Carmichael,1991,Comedy,Jim Abrahams,9.061
6073,The Roaring Twenties,1939,Drama,Raoul Walsh,10.589
6075,The Mouse That Roared,1959,Comedy,Jack Arnold,8.142
6076,Run,1990,Action,Geoff Burrowes,16.496
6077,Runaway,1984,Fantasy,Michael Crichton,18.857
6078,The Bliss of Mrs. Blossom,1968,Comedy,Joseph McGrath,3.167
6079,S.O.B.,1981,Comedy,Blake Edwards,6.808
6080,Scrooged,1988,Comedy,Richard Donner,11.992
6081,High Treason,1952,Crime,Roy Boulting,2.573
6082,Le gendarme en balade,1970,Comedy,Jean Girault,13.112
6084,A Talent for Murder,1984,Thriller,Alvin Rakoff,1.443
6085,Trois milliards sans ascenseur,1972,Comedy,Roger Pigaut,0.664
6086,7 chili in 7 giorni,1986,Comedy,Luca Verdone,6.729
6087,Rocky Mountain,1950,Western,William Keighley,4.357
6088,Thou Shall Not Kill,1982,Drama,I.C. Rapoport,0.681
6089,Saadia,1953,Drama,Albert Lewin,2.247
6090,Sabato domenica e venerdì,1979,Comedy,"Sergio Martino, Pasquale Festa Campanile, Castellano & Pipolo",4.123
6092,Along the Great Divide,1951,Adventure,Raoul Walsh,7.613
6093,Sabotage,1936,Thriller,Alfred Hitchcock,17.593
6094,Sabrina,1954,Comedy,Billy Wilder,14.381
6095,The Sure Thing,1985,Comedy,Rob Reiner,10.657
6096,Un sacco bello,1980,Comedy,Carlo Verdone,9.842
6097,They Were Expendable,1945,War,John Ford,8.981
6098,Small Sacrifices,1989,Drama,David Greene,3.512
6099,Safari Express,1976,Comedy,Duccio Tessari,1.4
6100,That Forsyte Woman,1949,Romantic,Compton Bennett,3.579
6101,Wise Blood,1979,Drama,John Huston,8.761
6103,Lo sai che i papaveri...,1952,Comedy,"Vittorio Metz, Marcello Marchesi",1.4
6104,Off Limits,1988,Crime,Christopher Crowe,6.964
6105,Saint Tropez Saint Tropez,1992,Comedy,Castellano & Pipolo,4.518
6106,Salaam Bombay!,1988,Drama,Mira Nair,5.713
6109,Salt and Pepper,1968,Comedy,Richard Donner,3.997
6110,Salomè,1972,Drama,Carmelo Bene,2.575
6111,"Parlor, Bedroom and Bath",1931,Comedy,Edward Sedgwick,5.117
6112,Man on a Tightrope,1953,Drama,Elia Kazan,6.012
6113,Innerspace,1987,Fantasy,Joe Dante,16.724
6114,Saludos amigos,1943,Animation,Norman Ferguson,14.751
6115,Gruss und Kuss vom Tegernsee,1957,Romantic,Rudolf Schündler,1.121
6116,Julie,1957,Thriller,Andrew L. Stone,10.961
6117,The Rescue,1988,Adventure,Ferdinand Fairfax,19.469
6118,Save the Tiger,1973,Comedy,John G. Avildsen,4.729
6119,Salvatore Giuliano,1962,Drama,Francesco Rosi,5.366
6120,A Son's Promise,1990,Drama,John Korty,4.465
6121,In the Best Interest of the Child,1990,Drama,David Greene,2.956
6122,Salvo D'Acquisto,1975,Drama,Romolo Guerrieri,1.946
6123,Savage Sam,1963,Western,Norman Tokar,5.258
6124,Sam Whiskey,1969,Western,Arnold Laven,4.05
6125,Samantha,1991,Comedy,Stephen La Rocque,17.017
6126,Samaritan: The Mitch Snyder Story,1986,Drama,Richard T. Heffron,1.226
6127,Sammy and Rosie Get Laid,1987,Drama,Stephen Frears,4.279
6128,Sammy Going South,1963,Adventure,Alexander Mackendrick,1.486
6129,Return to Paradise,1953,Adventure,Mark Robson,11.751
6130,Reward,1980,Action,E. W. Swackhamer,1.835
6131,San Giovanni decollato,1940,Comedy,Amleto Palermi,2.788
6132,Sandokan alla riscossa,1964,Adventure,Luigi Capuano,1.4
6133,Sandokan contro il leopardo di Sarawak,1964,Adventure,Luigi Capuano,1.241
6135,The Planter's Wife,1952,Drama,Ken Annakin,1.552
6136,Blood on the Sun,1945,Thriller,Frank Lloyd,4.687
6137,Blood on the Moon,1948,Western,Robert Wise,9.387
6138,Deadly Is the Female,1949,Noir,Joseph H. Lewis,11.833
6139,Sansone contro il Corsaro Nero,1963,Adventure,Luigi Capuano,1.4
6140,Samson and Delilah,1949,Mythology,Cecil B. DeMille,14.119
6141,Sant'Elena piccola isola,1943,History,Renato Simoni,1.69
6142,Santiago,1956,Adventure,Gordon Douglas,5.858
6143,The Amazing Dr. Clitterhouse,1938,Thriller,Anatole Litvak,5.415
6144,Tam-Lin,1971,Drama,Roddy McDowall,3.337
6145,Sapore di mare,1983,Comedy,Carlo Vanzina,10.893
6146,Sapore di mare 2. Un anno dopo,1983,Comedy,Bruno Cortini,3.844
6148,The Incredible Sarah,1976,Biography,Richard Fleischer,2.74
6149,"Sarah, Plain and Tall",1991,Romantic,Glenn Jordan,5.687
6150,Fame,1980,Comedy,Alan Parker,12.647
6151,Saratoga Trunk,1945,Romantic,Sam Wood,3.271
6153,Satiricosissimo,1970,Comedy,Mariano Laurenti,2.409
6154,Saxofone,1978,Comedy,Renato Pozzetto,2.477
6155,È sbarcato un marinaio,1940,Comedy,Piero Ballerini,0.6
6157,Sbatti il mostro in prima pagina,1972,Drama,Marco Bellocchio,5.95
6158,Dead Heat,1988,Horror,Mark Goldblatt,7.865
6159,The Big Hangover,1950,Comedy,Norman Krasna,1.779
6160,The Salzburg Connection,1972,Spy,Lee H. Katzin,2.625
6161,The Double 0 Kid,1992,Thriller,Duncan McLachlan,4.667
6162,The Spiral Staircase,1945,Noir,Robert Siodmak,8.399
6163,A Matter of Life and Death,1946,Fantasy,"Michael Powell, Emeric Pressburger",10.097
6164,Scandali al mare,1961,Comedy,Marino Girolami,0.706
6165,Scandalous,1984,Thriller,Bob Cohen,5.953
6166,The Philadelphia Story,1940,Comedy,George Cukor,12.832
6167,A Summer Place,1959,Drama,Delmer Daves,5.661
6168,Blaze,1989,Biography,Ron Shelton,11.532
6169,Padre nuestro,1985,Drama,Francisco Regueiro,3.301
6170,Scandalo segreto,1989,Drama,Monica Vitti,1.241
6171,Scanzonatissimo,1963,Comedy,Dino Verde,0.877
6173,Suddenly Single,1971,Comedy,Jud Taylor,1.558
6174,Lo scapolo,1956,Comedy,Antonio Pietrangeli,4.756
6175,Sibling Rivalry,1990,Comedy,Carl Reiner,9.441
6176,Private Resort,1985,Comedy,George Bowers,12.687
6177,Loophole,1980,Thriller,John Quested,7.329
6178,Quick Change,1990,Action,"Howard Franklin, Bill Murray",11.163
6179,City Slickers,1991,Comedy,Ron Underwood,12.524
6180,Scaramouche,1952,Adventure,George Sidney,8.183
6181,Scarface,1931,Noir,Howard Hawks,24.746
6182,Scarface,1983,Gangster,Brian De Palma,24.746
6183,Scarpe grosse,1940,Comedy,Dino Falconi,1.683
6185,If the Shoe Fits,1991,Comedy,Tom Clegg,27.217
6186,The Red Shoes,1948,Drama,"Michael Powell, Emeric Pressburger",13.605
6187,Le casse,1971,Crime,Henri Verneuil,7.743
6188,Lo scatenato,1968,Comedy,Franco Indovina,1.429
6189,Lo sceicco bianco,1952,Comedy,Federico Fellini,10.401
6191,Lo sceicco rosso,1962,Adventure,Fernando Cerchio,0.6
6192,Choices,1986,Drama,David Greene,7.416
6193,Dying Young,1991,Romantic,Joel Schumacher,13.587
6194,Three Men in White,1944,Drama,Willis Goldbeck,1.971
6195,Scemo di guerra,1985,Comedy,Dino Risi,3.832
6196,Scenes from the Class Struggle in Beverly Hills,1990,Comedy,Paul Bartel,4.505
6197,Oklahoma Annie,1952,Western,R. G. Springsteen,1.4
6198,Desert Rats,1988,Crime,Tony Wharmby,5.974
6199,Uno sceriffo extraterrestre... poco extra e molto terrestre,1979,Comedy,Michele Lupo,10.032
6200,The Second Time Around,1961,Comedy,Vincent Sherman,4.358
6201,Heathers,1988,Drama,Michael Lehmann,13.006
6202,Scherzi da prete,1978,Comedy,Pier Francesco Pingitore,1.428
6203,Lo scherzo,1968,Drama,Jaromil Jires,5.932
6205,Scherzo del destino in agguato dietro l'angolo come...,1983,Grotesque,Lina Wertmüller,1.428
6206,La gifle,1974,Comedy,Claude Pinoteau,9.048
6207,Red Dust,1932,Drama,Victor Fleming,5.951
6208,Raba lyubvi,1976,Drama,Nikita Mikhalkov,2.45
6209,The President's Lady,1953,Biography,Henry Levin,1.646
6211,Lady in the Dark,1944,Drama,Mitchell Leisen,2.878
6212,Slaves of Babylon,1953,Adventure,William Castle,1.737
6213,Slaves of New York,1989,Grotesque,James Ivory,2.664
6214,Of Human Bondage,1964,Drama,Ken Hughes,8.857
6215,Raw Deal,1948,Drama,Anthony Mann,14.13
6216,Charade,1962,Thriller,Stanley Donen,12.769
6217,Avec la peau des autres,1966,Spy,Jacques Deray,2.857
6218,"Monkeys, Go Home!",1967,Comedy,Andrew V. McLaglen,4.331
6220,Scipione detto anche l'Africano,1971,Comedy,Luigi Magni,2.203
6221,Scipione l'Africano,1937,History,Carmine Gallone,1.771
6222,Scissors,1990,Thriller,Frank De Felitta,13.692
6224,The Dead Pool,1988,Crime,Buddy Van Horn,18.651
6225,The Longshot,1986,Comedy,Paul Bartel,4.129
6226,Deadly Bet,1990,Action,Richard W. Munchkin,2.533
6227,Catch Me if You Can,1991,Comedy,Stephen Sommers,25.595
6228,Eyewitness,1981,Thriller,Peter Yates,8.599
6229,The Disappearance of Aimee,1976,Drama,Anthony Harvey,2.211
6231,"Attention, les enfants regardent",1978,Drama,Serge Leroy,2.152
6232,Pacific Heights,1990,Thriller,John Schlesinger,14.221
6233,Stranger on the Third Floor,1940,Thriller,Boris Ingster,7.959
6234,Clash of the Titans,1981,Adventure,Desmond Davis,23.4
6236,Short Cut to Hell,1957,Drama,James Cagney,2.601
6237,Scorpio,1973,Spy,Michael Winner,6.24
6238,Le scorpion,1962,Thriller,Serge Hanin,0.841
6239,The Shop Around the Corner,1940,Comedy,Ernst Lubitsch,11.78
6240,Scruples,1981,Comedy,Robert Day,1.4
6241,The Black Shield of Falworth,1954,Adventure,Rudolph Maté,5.533
6242,Scugnizzi,1989,Drama,Nanni Loy,1.466
6243,Toy Soldiers,1990,Action,Daniel Petrie jr.,11.606
6244,Scuola di ladri,1986,Comedy,Neri Parenti,7.601
6246,Stitches,1985,Comedy,Rod Holcomb,7.405
6247,Swimsuit,1989,Comedy,Chris Thomson,1.257
6248,The Monster Squad,1987,Fantasy,Fred Dekker,9.784
6249,Screwballs,1983,Comedy,Rafal Zielinski,5.617
6250,Police Academy,1984,Comedy,Hugh Wilson,19.31
6251,Police Academy 2: Their First Assignment,1985,Comedy,Jerry Paris,20.38
6252,Police Academy 3: Back in Training,1986,Comedy,Jerry Paris,19.917
6253,Police Academy 4 - Citizens On Patrol,1987,Comedy,Jim Drake,22.343
6254,Police Academy 5: Assignment Miami Beach,1988,Comedy,Alan Myerson,15.647
6255,Police Academy 6: City Under Siege,1989,Comedy,Peter Bonerz,19.457
6256,Firehouse,1987,Comedy,J. Christian Ingvordsen,13.727
6257,Ski School,1990,Comedy,Damien Lee,9.109
6258,Moving Violations,1985,Comedy,Neal Israel,6.285
6259,Scusate il ritardo,1982,Comedy,Massimo Troisi,7.614
6260,Crash Course,1987,Comedy,Oz Scott,2.775
6261,The Frisco Kid,1979,Comedy,Robert Aldrich,8.315
6262,"Scusi, lei è favorevole o contrario?",1967,Comedy,Alberto Sordi,3.696
6263,"Scusi, ma lei paga le tasse?",1971,Comedy,Mino Guerrini,1.828
6264,"If It's Tuesday, This Must Be Belgium",1969,Comedy,Mel Stuart,7.153
6265,If Things Were Different,1980,Drama,Robert Michael Lewis,0.6
6266,Si elle dit oui...Je ne dis pas non!,1983,Comedy,Claude Vital,1.376
6267,Se lo scopre Gargiulo,1988,Comedy,Elvio Porta,1.463
6268,Honky Tonk,1941,Comedy,Jack Conway,6.063
6269,Everybody Does It,1949,Comedy,Edmund Goulding,1.4
6270,Se non avessi più te,1966,Romantic,Ettore M. Fizzarotti,1.821
6271,Government Girl,1943,Comedy,Dudley Nichols,3.73
6272,When He's Not a Stranger,1989,Drama,John Gray,1.52
6274,Se permettete parliamo di donne,1964,Comedy,Ettore Scola,2.464
6275,Se t'incontro t'ammazzo,1971,Western,Gianni Crea,1.718
6278,Se tutto va bene siamo rovinati,1984,Comedy,Sergio Martino,2.185
6279,Se vuoi vivere... spara!,1967,Western,Willy S. Regan (Sergio Garrone),1.449
6280,Sea Wolf,1941,Drama,Michael Curtiz,4.275
6281,Seconda B,1934,Comedy,Goffredo Alessandrini,0.841
6282,The Executioner's Song,1982,Drama,Lawrence Schiller,5.953
6283,Midnight,1934,Drama,Chester Erskine,20.756
6284,Rendez-vous de juillet,1949,Drama,Jacques Becker,2.219
6285,Sedici anni,1974,Comedy,Tiziano Longo,0.6
6286,Sedotti e bidonati,1964,Comedy,Giorgio Bianchi,1.54
6288,Loverboy,1989,Comedy,Joan Micklin Silver,12.121
6289,The Seduction of Joe Tynan,1979,Drama,Jerry Schatzberg,3.503
6291,Fatal Charm,1992,Thriller,Fritz Kiersch,4.129
6292,Sea of Love,1989,Thriller,Harold Becker,10.621
6293,Segni particolari: bellissimo,1983,Comedy,Castellano & Pipolo,4.479
6294,The Tin Star,1957,Western,Anthony Mann,4.853
6295,Il segno di Venere,1955,Comedy,Dino Risi,5.415
6296,The Mark of Zorro,1940,Adventure,Rouben Mamoulian,8.901
6297,Men Are Not Gods,1936,Drama,Walter Reisch,1.585
6298,La segretaria privata,1931,Comedy,Goffredo Alessandrini,1.527
6299,Desk Set,1957,Comedy,Walter Lang,5.651
6300,Take a Letter Darling,1942,Comedy,Mitchell Leisen,6.428
6301,The Young Philadelphians,1959,Drama,Vincent Sherman,6.837
6303,Les secrets professionnels du docteur Apfelglück,1991,Comedy,"Alessandro Capone, Stéphane Clavier, Mathias Ledoux, Thierry Lhermitte, Hervé Palud",4.864
6304,Segreti segreti,1984,Drama,Giuseppe Bertolucci,1.005
6305,Segretissimo,1966,Spy,Fernando Cerchio,2.762
6306,Il segreto,1990,Drama,Francesco Maselli,9.247
6307,The Secret,1992,Drama,Karen Arthur,24.976
6310,The Locket,1946,Drama,John Brahm,6.409
6311,The Secret of My Success,1965,Comedy,Andrew L. Stone,14.376
6312,The Secret of My Success,1987,Comedy,Herbert Ross,14.376
6313,Il segreto del Sahara,1987,Adventure,Alberto Negrin,3.237
6314,The Steel Lady,1953,Adventure,E. A. Dupont,3.237
6315,I Want What I Want,1972,Drama,John Dexter,1.4
6316,The Scorpio Letters,1968,Spy,Richard Thorpe,1.413
6317,Il segreto dello Sparviero Nero,1962,Adventure,Domenico Paolella,1.263
6318,Le mystère Alexina,1985,Drama,René Feret,1.009
6319,Kate's Secret,1986,Drama,Arthur Allan Seidelman,3.76
6320,Le secret de Montecristo,1948,Drama,Albert Valentin,0.6
6322,Pollyanna,1960,Comedy,David Swift,8.222
6323,The Secret of Santa Vittoria,1969,Comedy,Stanley Kramer,5.411
6324,Secrets of a Married Man,1984,Drama,William A. Graham,1.549
6325,A Woman's Secret,1990,Drama,Joe D'Amato (Aristide Massaccesi),4.824
6326,Follow the Fleet,1936,Musical,Mark Sandrich,6.577
6327,Follow a Star,1959,Comedy,Robert Asher,5.185
6329,Sei già cadavere amigo ti cerca Garringo!,1971,Western,John Wood (Juan Bosch),2.902
6330,Six of a Kind,1934,Comedy,Leo McCarey,3.261
6331,Le sei mogli di Barbablù,1950,Comedy,Carlo Ludovico Bragaglia,2.346
6333,The Private Life of Henry VIII,1933,Drama,Alexander Korda,6.43
6336,L.A. Takedown,1989,Crime,Michael Mann,4.616
6338,Sella d'argento,1978,Western,Lucio Fulci,2.869
6340,The Wild Angels,1966,Action,Roger Corman,7.457
6341,Wild Is the Wind,1957,Drama,George Cukor,4.55
6342,The Wild One,1954,Drama,Laszlo Benedek,12.895
6343,The Bad Seed,1985,Thriller,Paul Wendkos,10.02
6345,The Suicide's Wife,1979,Romantic,John Newland,1.238
6346,The Senator Was Indiscreet,1947,Comedy,George S. Kaufman,1.77
6347,Sensi,1986,Thriller,Gabriele Lavia,4.487
6348,Senso,1954,Mélo,Luchino Visconti,12.048
6350,Look Who's Talking,1989,Comedy,Amy Heckerling,11.437
6351,The Searchers,1956,Western,John Ford,15.03
6352,Back Street,1961,Drama,David Miller,5.11
6353,Il sentiero dell'odio,1952,Drama,Sergio Grieco,0.6
6354,Gentleman Jim,1942,Biography,Raoul Walsh,5.23
6355,Without Love,1945,Comedy,Harold S. Bucquet,2.917
6357,Framed,1974,Drama,Phil Karlson,23.154
6358,A Time to Live,1985,Drama,Rick Wallace,1.013
6359,Bloodsport,1989,Action,Newt Arnold,19.041
6360,Senza famiglia nullatenenti cercano affetto,1972,Comedy,Vittorio Gassman,1.4
6361,Without a Clue,1988,Thriller,Thom Eberhardt,11.756
6363,My Pal Gus,1952,Drama,Robert Parrish,1.4
